Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
US-107272,2014-06-11,2014-11-13,Standard Class,TS21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,OFFBI10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,1.8308
US-107272,2014-06-11,2014-11-13,Standard Class,TS21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,OFFST10002974,Office Supplies,Storage,"Trav L File Heavy Duty Shuttle II, Black",243.992,7,0.2,30.499
US-125969,2013-07-11,2013-11-11,Second Class,LS16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,FURCH10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,9.1602
US-125969,2013-07-11,2013-11-11,Second Class,LS16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,FURFU10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.2416
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFPA10001804,Office Supplies,Paper,Xerox 195,20.04,3,0.0,9.6192
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFPA10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0.0,16.6568
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFAR10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.456
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFFA10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9698
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFBI10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,OFFSU10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.4464
CA-145583,2013-10-14,2013-10-20,Standard Class,LC16885,Lena Creighton,Consumer,United States,Roseville,California,95661,FURFU10001706,Furniture,Furnishings,Longer Life Soft White Bulbs,43.12,14,0.0,20.6976
CA-106180,2014-09-19,2014-09-24,Standard Class,SH19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,OFFAR10000940,Office Supplies,Art,Newell 343,8.82,3,0.0,2.3814
CA-106180,2014-09-19,2014-09-24,Standard Class,SH19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,OFFEN10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,5.1042
CA-106180,2014-09-19,2014-09-24,Standard Class,SH19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,OFFPA10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.976
CA-110744,2012-07-09,2012-12-09,Standard Class,HA14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,OFFST10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.1579
CA-158834,2013-03-14,2013-03-17,First Class,TW21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,OFFAP10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766
CA-158834,2013-03-14,2013-03-17,First Class,TW21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,TECPH10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
CA-124919,2012-05-31,2012-02-06,First Class,SP20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,OFFPA10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.271
CA-124919,2012-05-31,2012-02-06,First Class,SP20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,OFFPA10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.5392
CA-124919,2012-05-31,2012-02-06,First Class,SP20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,OFFST10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0.0,21.0288
CA-118948,2012-05-28,2012-03-06,Standard Class,NK18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,OFFAR10001547,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901
CA-104269,2011-01-03,2011-06-03,Second Class,DB13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,FURCH10004063,Furniture,Chairs,Global Deluxe High Back Manager's Chair,457.568,2,0.2,51.4764
CA-162733,2013-12-05,2013-05-13,First Class,TT21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,OFFPA10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0.0,2.691
CA-154508,2013-11-17,2013-11-21,Standard Class,RD19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,OFFEN10001990,Office Supplies,Envelopes,Staples,28.4,5,0.0,13.348
CA-113817,2013-08-11,2013-12-11,Standard Class,MJ17740,Max Jones,Consumer,United States,Seattle,Washington,98115,OFFBI10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688
CA-118962,2011-05-08,2011-09-08,Standard Class,CS12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,OFFPA10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0.0,9.8418
CA-118962,2011-05-08,2011-09-08,Standard Class,CS12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,OFFPA10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608
CA-118962,2011-05-08,2011-09-08,Standard Class,CS12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,FURCH10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
CA-123260,2011-08-26,2011-08-30,Standard Class,FM14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032,TECAC10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0.0,22.984
CA-131457,2012-10-31,2012-06-11,Standard Class,MZ17515,Mary Zewe,Corporate,United States,Redlands,California,92374,OFFEN10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0.0,6.7116
CA-133690,2011-03-08,2011-05-08,First Class,BS11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,FURTA10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half Moon Meeting Room Tables,218.75,2,0.5,161.875
CA-133690,2011-03-08,2011-05-08,First Class,BS11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,OFFAP10003622,Office Supplies,Appliances,"Bravo II Megaboss 12 Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
CA-108329,2014-10-12,2014-12-15,Standard Class,LE16810,Laurel Elliston,Consumer,United States,Whittier,California,90604,TECPH10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768
CA-130162,2013-10-29,2013-02-11,Standard Class,JH15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,OFFST10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0.0,26.0568
CA-130162,2013-10-29,2013-02-11,Standard Class,JH15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,TECPH10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
CA-160514,2014-11-13,2014-11-17,Standard Class,DB13120,David Bremer,Corporate,United States,Santa Clara,California,95051,OFFPA10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0.0,4.752
CA-154739,2013-11-12,2013-12-16,Second Class,LH17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,FURCH10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
CA-145625,2013-12-09,2013-09-18,Standard Class,KC16540,Kelly Collister,Consumer,United States,San Diego,California,92037,OFFPA10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767
CA-155040,2012-10-11,2012-11-15,Standard Class,AH10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,TECAC10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.156
CA-163979,2014-12-29,2015-03-01,Second Class,KH16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,OFFST10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,210.4936
CA-155334,2012-07-30,2012-07-31,First Class,HA14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,TECAC10003628,Technology,Accessories,Logitech 910 002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0.0,92.3692
CA-155334,2012-07-30,2012-07-31,First Class,HA14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,FURFU10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232
CA-155334,2012-07-30,2012-07-31,First Class,HA14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,OFFBI10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.095
CA-118136,2014-09-17,2014-09-18,First Class,BB10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,OFFPA10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572
CA-118136,2014-09-17,2014-09-18,First Class,BB10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,OFFAR10001427,Office Supplies,Art,Newell 330,5.98,1,0.0,1.5548
CA-130890,2012-02-11,2012-06-11,Standard Class,JO15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,FURTA10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
CA-130883,2012-09-26,2012-02-10,Standard Class,TB21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,OFFPA10000474,Office Supplies,Paper,Staples,141.76,5,0.2,47.844
CA-130883,2012-09-26,2012-02-10,Standard Class,TB21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,TECAC10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96
CA-130883,2012-09-26,2012-02-10,Standard Class,TB21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,OFFPA10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864
CA-111451,2011-12-26,2011-12-28,First Class,KL16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,FURFU10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
CA-111451,2011-12-26,2011-12-28,First Class,KL16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,FURCH10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
CA-111451,2011-12-26,2011-12-28,First Class,KL16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,FURFU10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,24.5646
CA-111451,2011-12-26,2011-12-28,First Class,KL16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,OFFBI10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,62.88
CA-111451,2011-12-26,2011-12-28,First Class,KL16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,OFFFA10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
CA-142902,2013-09-13,2013-09-15,Second Class,BP11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,FURFU10001918,Furniture,Furnishings,C Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948
CA-142902,2013-09-13,2013-09-15,Second Class,BP11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,FURCH10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114
CA-142902,2013-09-13,2013-09-15,Second Class,BP11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,FURFU10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
CA-142902,2013-09-13,2013-09-15,Second Class,BP11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,OFFLA10000634,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358
CA-156601,2011-09-19,2011-09-24,Standard Class,FA14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,OFFFA10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58
CA-162138,2013-04-24,2013-04-28,Standard Class,GK14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,OFFBI10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744
CA-162138,2013-04-24,2013-04-28,Standard Class,GK14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,TECAC10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0.0,34.9965
CA-137946,2012-01-09,2012-04-09,Second Class,DB13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,OFFBI10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038
CA-137946,2012-01-09,2012-04-09,Second Class,DB13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,TECCO10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
CA-137946,2012-01-09,2012-04-09,Second Class,DB13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,OFFBI10004140,Office Supplies,Binders,Avery Non Stick Binders,14.368,4,0.2,4.49
CA-129924,2011-12-07,2011-07-17,Standard Class,AC10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,OFFBI10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
CA-129924,2011-12-07,2011-07-17,Standard Class,AC10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,FURTA10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,17.4588
CA-128167,2012-06-22,2012-06-26,Second Class,KL16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,OFFFA10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312
CA-169901,2014-06-16,2014-06-20,Standard Class,CC12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,TECPH10002293,Technology,Phones,Anker 36W 4 Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976
CA-123344,2011-09-24,2011-09-29,Standard Class,JD16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,OFFST10001713,Office Supplies,Storage,"Gould Plastics 9 Pocket Panel Bin, 18 3/8w x 5 1/4d x 20 1/2h, Black",211.96,4,0.0,8.4784
US-119137,2011-07-23,2011-07-27,Standard Class,AG10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,OFFBI10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,5.712
US-119137,2011-07-23,2011-07-27,Standard Class,AG10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,TECAC10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888
US-119137,2011-07-23,2011-07-27,Standard Class,AG10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,OFFAR10000658,Office Supplies,Art,Newell 324,9.24,1,0.2,0.924
US-119137,2011-07-23,2011-07-27,Standard Class,AG10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,TECAC10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,29.94
CA-134775,2013-10-29,2013-10-30,First Class,AS10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,OFFPA10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0.0,25.48
CA-134775,2013-10-29,2013-10-30,First Class,AS10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,OFFBI10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14 7/8""",49.536,3,0.2,17.3376
US-135972,2011-09-21,2011-09-23,Second Class,JG15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,TECPH10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182
US-135972,2011-09-21,2011-09-23,Second Class,JG15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,TECCO10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.9883
CA-102946,2014-01-07,2014-06-07,Standard Class,VP21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,OFFBI10004492,Office Supplies,Binders,Tuf Vin Binders,75.792,3,0.2,25.5798
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,TECAC10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0.0,37.7895
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,TECCO10004115,Technology,Copiers,Sharp AL 1530CS Digital Copier,1199.976,3,0.2,434.9913
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,OFFPA10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0.0,13.3035
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,FURTA10002041,Furniture,Tables,"Bevis Round Conference Table Top, X Base",1004.024,7,0.2,112.9527
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,OFFPA10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0.0,4.6464
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,OFFLA10003766,Office Supplies,Labels,Self Adhesive Removable Labels,28.35,9,0.0,13.608
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,OFFPA10001970,Office Supplies,Paper,Xerox 1908,55.98,1,0.0,27.4302
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,FURBO10001972,Furniture,Bookcases,O'Sullivan 4 Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
CA-117457,2014-09-12,2014-12-13,Standard Class,KH16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,FURCH10003956,Furniture,Chairs,Novimex High Tech Fabric Mesh Task Chair,113.568,2,0.2,18.4548
CA-142636,2014-04-11,2014-08-11,Standard Class,KC16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,OFFPA10000157,Office Supplies,Paper,Xerox 191,139.86,7,0.0,65.7342
